method,Hit@1,Hit@3,Hit@5,MRR
CLAP,91.10000000000001,96.75,97.65,94.10549431018471
A,91.75,97.05,97.65,94.57216097685136
B,93.45,97.1,97.65,95.46216097685138
C,88.64999999999999,95.89999999999999,97.65,92.63466097685138
D,93.7,97.15,97.65,95.6604943101847
