method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.04057279,82.57756563,90.21479714,71.76082602
Manual-Template,62.29116945,85.91885442,90.21479714,75.30100104
Qwen-AudioAware,62.05250597,85.20286396,90.21479714,74.84356270
