method,Hit@1,Hit@3,Hit@5,MRR
CLAP,83.62345396,96.55290884,98.61429226,90.34337758
iKnow-1st,84.68850206,96.81630783,98.61429226,91.01103676
Ours-1st,84.66559780,96.78195144,98.61429226,90.96122000
2nd-Full,85.03206596,96.99954191,98.61429226,91.16182314
