method,Hit@1,Hit@3,Hit@5,MRR
CLAP,91.10000000000001,96.75,97.65,94.10549431018471
JointRaw-All,87.85,95.5,97.65,92.06466097685139
JointNorm-All,88.64999999999999,95.89999999999999,97.65,92.63466097685138
JointNorm-Top5,88.44999999999999,95.8,97.65,92.50966097685136
TwoStage-a0.3,92.65,96.89999999999999,97.65,95.03716097685138
TwoStage-a0.5,93.65,97.15,97.65,95.63299431018471
TwoStage-a0.7,93.65,97.2,97.65,95.65049431018473
TwoStage-Dynamic,93.7,97.15,97.65,95.6604943101847
