method,Hit@1,Hit@3,Hit@5,MRR
All-Direct,93.45000000,97.10000000,97.65000000,95.46216098
All-RawTriple,93.60000000,97.05000000,97.65000000,95.53049431
All-Template,94.15000000,97.10000000,97.65000000,95.85632764
Entropy-Router,94.20000000,97.00000000,97.65000000,95.82049431
Margin-Router,94.25000000,97.00000000,97.65000000,95.83966098
Oracle,95.25000000,97.40000000,97.65000000,96.50299431
