method,Hit@1,Hit@3,Hit@5,MRR
All-Direct,60.83471801,81.17486072,86.69729254,72.49670722
All-RawTriple,59.54452155,81.00869905,86.62887303,71.71240701
All-Template,62.59407683,80.99892484,86.42361450,73.45886573
Entropy-Router,62.12491448,81.00869905,86.51158245,73.10651524
Margin-Router,62.16401134,80.95005376,86.47248558,73.10759739
Oracle,68.04808914,83.57931776,87.31306813,77.12102392
