method,Hit@1,Hit@3,Hit@5,MRR
AAKV-FrozenRq,85.77645442,96.56436097,98.64864865,91.46736325
AAKV-Frequency5,85.10077874,96.42693541,98.64864865,91.04344356
AAKV-Random5-s42,86.15437471,96.80485570,98.64864865,91.68915283
AAKV-Random5-s43,85.87952359,96.74759505,98.64864865,91.51240829
AAKV-Random5-s44,86.01694915,96.71323866,98.64864865,91.62387569
AAKV-Selector5,87.17361429,96.89647274,98.64864865,92.21766864
