method,Hit@1,Hit@3,Hit@5,MRR
CLAP,28.24812859,46.40515290,54.78442523,40.91713547
iKnow-1st,28.36998781,46.85197006,55.00493240,41.03780283
Ours-1st,29.15336854,47.38582951,55.13259444,41.65211075
2nd-Full,29.18238264,47.43805489,55.13839726,41.69763784
