method,Hit@1,Hit@3,Hit@5,MRR
CLAP,83.58909757,96.56436097,98.63719652,90.32523595
Manual-Template,85.85661933,96.63307375,98.63719652,91.49907929
Qwen-Constrained,85.52450756,96.72469079,98.63719652,91.37329672
Qwen-Verified,85.32982135,96.69033440,98.63719652,91.22193774
