method,Hit@1,Hit@3,Hit@5,MRR
AAKV-FrozenRq,62.47678624,81.08689278,86.55067931,73.32343623
AAKV-Frequency5,62.60385104,80.61773043,86.46271137,73.25951849
AAKV-Random5-s42,63.30759457,80.59818200,86.42361450,73.65500439
AAKV-Random5-s43,63.10233604,80.76434366,86.47248558,73.53142720
AAKV-Random5-s44,63.35646564,80.75456945,86.50180823,73.67422584
AAKV-Selector5,64.50004887,80.57863356,86.46271137,74.14136925
