method,Hit@1,Hit@3,Hit@5,MRR
CLAP,83.73797526,96.61016949,98.68300504,90.38516422
Manual-Template,85.74209803,96.71323866,98.68300504,91.41184768
Qwen-AudioAware,82.65002290,96.38112689,98.68300504,89.74403580
