dataset,physical_gpu_id,gpu_name,method,batch_size,repeat,n_samples,end_to_end_ms_per_sample,knowledge_stage_ms_per_sample,throughput_samples_per_s,incremental_peak_gpu_mib,static_cache_mib,top1_agreement_vs_first_repeat,top1_sha256,full_ranking_sha256_audit
01_ESC50,0,NVIDIA GeForce RTX 4090 D,CLAP,32,1,200,13.024315100628883,0.31070002005435526,76.7794691907995,1022.0,28.08984375,1.0,094da07c03257740a82c7a709f72241971c6fc039f1f0cfeb7f2d09bca83d038,443f6502fa1c3fad919e81dffa84bfe4c8f4ac4a4058e8a10c4e867bf965817d
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Frozen-iKnow,32,1,200,15.726767258020118,3.978644853341393,63.58585865699983,1022.0,28.08984375,1.0,2b4acec878d4cd0b09d10ec1c45e506c7a228f25f329d29f79f63160da035a5f,12f7033b207faef6fc7418c9cc67dfb67fd6ab3ab7dfc638d9277b25edb08357
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Final-TFS,32,1,200,320.31542704440653,306.9104707945371,3.121922691102125,1022.0,28.08984375,1.0,e212198eac4d01a38a3495af1b1f22ef75dc7263f0d707b8aa4d56228e764883,d2d9c49ba508a510668c064753c0a13d173285bb4c14c841cb887b2c5a315a5b
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Frozen-iKnow,32,2,200,23.862301728804596,7.750848604482599,41.907105666712894,1022.0,28.08984375,1.0,2b4acec878d4cd0b09d10ec1c45e506c7a228f25f329d29f79f63160da035a5f,12f7033b207faef6fc7418c9cc67dfb67fd6ab3ab7dfc638d9277b25edb08357
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Final-TFS,32,2,200,188.22177929978352,176.33298360568006,5.312881451446093,1022.0,28.08984375,1.0,e212198eac4d01a38a3495af1b1f22ef75dc7263f0d707b8aa4d56228e764883,d2d9c49ba508a510668c064753c0a13d173285bb4c14c841cb887b2c5a315a5b
01_ESC50,0,NVIDIA GeForce RTX 4090 D,CLAP,32,2,200,10.698390034376644,0.20900735398754478,93.4720081046537,1022.0,28.08984375,1.0,094da07c03257740a82c7a709f72241971c6fc039f1f0cfeb7f2d09bca83d038,443f6502fa1c3fad919e81dffa84bfe4c8f4ac4a4058e8a10c4e867bf965817d
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Final-TFS,32,3,200,143.6848522553919,133.4145199554041,6.959675876080209,1022.0,28.08984375,1.0,e212198eac4d01a38a3495af1b1f22ef75dc7263f0d707b8aa4d56228e764883,d2d9c49ba508a510668c064753c0a13d173285bb4c14c841cb887b2c5a315a5b
01_ESC50,0,NVIDIA GeForce RTX 4090 D,CLAP,32,3,200,10.753274320741184,0.3016648004995659,92.9949306762476,1022.0,28.08984375,1.0,094da07c03257740a82c7a709f72241971c6fc039f1f0cfeb7f2d09bca83d038,443f6502fa1c3fad919e81dffa84bfe4c8f4ac4a4058e8a10c4e867bf965817d
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Frozen-iKnow,32,3,200,13.59146656061057,3.1613433902384713,73.5755774066428,1022.0,28.08984375,1.0,2b4acec878d4cd0b09d10ec1c45e506c7a228f25f329d29f79f63160da035a5f,12f7033b207faef6fc7418c9cc67dfb67fd6ab3ab7dfc638d9277b25edb08357
01_ESC50,0,NVIDIA GeForce RTX 4090 D,CLAP,32,4,200,11.013196050771512,0.3359545604325831,90.80016331226089,1022.0,28.08984375,1.0,094da07c03257740a82c7a709f72241971c6fc039f1f0cfeb7f2d09bca83d038,443f6502fa1c3fad919e81dffa84bfe4c8f4ac4a4058e8a10c4e867bf965817d
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Frozen-iKnow,32,4,200,14.118676038924605,3.3760661346605048,70.82817094485641,1022.0,28.08984375,1.0,2b4acec878d4cd0b09d10ec1c45e506c7a228f25f329d29f79f63160da035a5f,12f7033b207faef6fc7418c9cc67dfb67fd6ab3ab7dfc638d9277b25edb08357
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Final-TFS,32,4,200,190.09464297967497,178.48636893439107,5.260537510817286,1022.0,28.08984375,1.0,e212198eac4d01a38a3495af1b1f22ef75dc7263f0d707b8aa4d56228e764883,d2d9c49ba508a510668c064753c0a13d173285bb4c14c841cb887b2c5a315a5b
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Frozen-iKnow,32,5,200,13.58736509049777,3.0723673797911033,73.5977868659276,1022.0,28.08984375,1.0,2b4acec878d4cd0b09d10ec1c45e506c7a228f25f329d29f79f63160da035a5f,12f7033b207faef6fc7418c9cc67dfb67fd6ab3ab7dfc638d9277b25edb08357
01_ESC50,0,NVIDIA GeForce RTX 4090 D,Final-TFS,32,5,200,169.6878383605508,158.02046072552912,5.893174252566122,1022.0,28.08984375,1.0,e212198eac4d01a38a3495af1b1f22ef75dc7263f0d707b8aa4d56228e764883,d2d9c49ba508a510668c064753c0a13d173285bb4c14c841cb887b2c5a315a5b
01_ESC50,0,NVIDIA GeForce RTX 4090 D,CLAP,32,5,200,11.83492545504123,0.4359120246954262,84.49567374115043,1022.0,28.08984375,1.0,094da07c03257740a82c7a709f72241971c6fc039f1f0cfeb7f2d09bca83d038,443f6502fa1c3fad919e81dffa84bfe4c8f4ac4a4058e8a10c4e867bf965817d
