method,Hit@1,Hit@3,Hit@5,MRR
All-Direct,29.65241107,47.31039285,54.91208727,41.85780188
All-RawTriple,28.85162189,46.49799803,54.63355191,41.19884774
All-Template,29.86711542,47.43225207,54.99912958,42.01070447
Entropy-Router,29.90193234,47.22915337,54.83665061,41.94516818
Margin-Router,29.98317182,47.15371671,54.87727035,41.98268507
Oracle,35.39140022,50.77467649,56.22932745,46.04134380
