method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.12051608,79.65985730,86.35519500,70.06047437
Manual-Template,62.56475418,81.35079660,86.51158245,73.46529428
Qwen-AudioAware,60.42420096,81.48763562,86.75593784,72.30742212
