method,Hit@1,Hit@3,Hit@5,MRR
CLAP,91.10000000,96.75000000,97.65000000,94.10549431
E_AAKV+Fusion-FrozenRelations,93.65000000,97.15000000,97.65000000,95.63299431
H-old_DirectSelected-AAKVScored,94.05000000,97.10000000,97.65000000,95.77049431
H-aligned_AAKVSelected-AAKVScored,94.25000000,97.10000000,97.70000000,95.90549431
