dataset,method,batch_size,n_profiled,repeats,end_to_end_ms_per_sample_mean,end_to_end_ms_per_sample_std,knowledge_stage_ms_per_sample_mean,knowledge_stage_ms_per_sample_std,throughput_samples_per_s_mean,throughput_samples_per_s_std,peak_gpu_mib_mean,peak_gpu_mib_std,offline_cache_mib_mean,offline_cache_mib_std,minimum_top1_agreement_vs_first_repeat
FSD50K,CLAP,1,200,5,19.211034168489277,0.22225028128236668,0.2510850408580154,0.0015434540861653289,52.059011639315294,0.6043622095912861,693.7666015625,0.0,0.78125,0.0,1.0
FSD50K,iKnow_dagger,1,200,5,20.55571747617796,0.2057136334139383,1.4615008640103042,0.009826020119606536,48.65217952055498,0.48890032937904476,701.2666015625,0.0,8.280271530151367,0.0,1.0
FSD50K,SAKI,1,200,5,71.84618859947659,0.14368299542364502,52.02803209749982,0.10288266881657056,13.918667301261959,0.027804126859289114,754.3447265625,0.0,61.90154266357422,0.0,1.0
FSD50K,CLAP,32,200,5,6.404413158772513,0.07895543495072506,0.15152027644217014,0.000649693994433688,156.16154511505587,1.9482395364872327,1679.9990234375,0.0,0.78125,0.0,1.0
FSD50K,iKnow_dagger,32,200,5,7.514240852789953,0.061140235895037004,1.307903757551685,0.0047847904394397395,133.0877123622375,1.0861635813151433,1688.4052734375,0.0,8.280271530151367,0.0,1.0
FSD50K,SAKI,32,200,5,58.555294117191806,0.09972691154391772,52.37878646166064,0.15583034720618558,17.07791482293854,0.02914667185070799,1740.5771484375,0.0,61.90154266357422,0.0,1.0
