method,Hit@1,Hit@3,Hit@5,MRR
CLAP,39.82905983,75.04273504,91.88034188,59.95334728
Manual-Template,48.73931624,79.91452991,91.83760684,66.36609657
Qwen-AudioAware,49.42307692,79.57264957,91.85897436,66.65206523
