method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.33554882,79.62076043,86.05219431,70.15075799
iKnow-05-Direct,59.46632783,80.43202033,86.34542078,71.50410143
RawTriple,57.18893559,80.14856808,86.23790441,70.19068100
Qwen-General,60.23849086,80.45156876,86.15971068,71.86508947
AAKV,61.32342879,80.54931092,86.19880755,72.44537146
