method,Hit@1,Hit@3,Hit@5,MRR
CLAP,40.491452991452995,75.02136752136752,91.66666666666666,60.25079852483699
A,43.6965811965812,79.55128205128204,92.11538461538461,63.71083617237463
B,45.76923076923077,79.48717948717949,92.11538461538461,64.88225965629812
C,49.401709401709404,78.80341880341881,91.68803418803418,66.33219860623707
D,49.636752136752136,79.65811965811966,91.68803418803418,66.83982986386833
