method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.36487147,79.65985730,85.94467794,70.11807988
Manual-Template,62.47678624,80.90118268,86.13038804,73.27090150
Qwen-Constrained,61.92943016,81.15531229,86.09129117,72.99951908
Qwen-Verified,61.87078487,81.19440915,86.10106539,72.96675219
