method,Hit@1,Hit@3,Hit@5,MRR
CLAP,91.10000000,96.75000000,97.65000000,94.10549431
Manual-Template,94.15000000,97.10000000,97.65000000,95.85632764
Qwen-AudioAware,93.70000000,97.15000000,97.65000000,95.66049431
