method,Hit@1,Hit@3,Hit@5,MRR
AAKV-FrozenRq,92.70000000,97.00000000,97.65000000,95.08716098
AAKV-Frequency5,92.85000000,97.30000000,97.65000000,95.22799431
AAKV-Random5-s42,92.20000000,96.95000000,97.65000000,94.74466098
AAKV-Random5-s43,92.50000000,96.80000000,97.65000000,94.91549431
AAKV-Random5-s44,92.65000000,97.25000000,97.65000000,95.02966098
AAKV-Selector5,94.25000000,96.80000000,97.65000000,95.75466098
