method,Hit@1,Hit@3,Hit@5,MRR
CLAP,28.79939651,46.49219521,54.90048163,41.20007430
Manual-Template,30.25010155,47.82684385,55.02234086,42.37678819
Qwen-AudioAware,30.27331283,47.94290025,55.03394650,42.41238283
