method,Hit@1,Hit@3,Hit@5,MRR
CLAP,83.46312414,96.64452588,98.60284013,90.24590723
iKnow-1st,84.80302336,96.78195144,98.60284013,91.04144853
Ours1-Direct,84.68850206,96.82775996,98.60284013,90.98113398
Ours1-RawTriple,84.90609253,96.89647274,98.60284013,91.13478339
Ours1-Template,85.89097572,96.74759505,98.60284013,91.53923445
Ours1-Oracle,87.98671553,97.57214842,98.60284013,92.93105000
