method,Hit@1,Hit@3,Hit@5,MRR
D-1st,29.919340799628618,47.44966053502002,54.964312655950785,42.05404753899014
D-2nd-Controlled,30.000580282017058,47.57151975860268,54.99912957697441,42.13772937791918
