method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.27923628,84.24821002,90.21479714,72.11367524
Manual-Template,63.96181384,85.44152745,90.21479714,76.05560046
Qwen-Constrained,63.00715990,84.96420048,90.21479714,75.27596641
Qwen-Verified,64.67780430,85.68019093,90.21479714,76.44939521
