dataset,consensus_votes,vote_fraction_of_pool,n_samples,iKnow_Hit1,TFS_Hit1,delta_Hit1_pp,iKnow_MRR,TFS_MRR,delta_MRR_pp,wrong_to_correct,correct_to_wrong,net_rescued
FSD50K,27,0.574468085106383,316,46.20253164556962,48.734177215189874,2.5316455696202533,61.805831817039646,63.205269229135276,1.3994374120956399,40,32,8
FSD50K,28,0.5957446808510638,284,43.66197183098591,47.88732394366197,4.225352112676056,61.02783334424525,62.51844367288376,1.4906103286384977,35,23,12
FSD50K,29,0.6170212765957447,309,47.57281553398058,46.601941747572816,-0.9708737864077669,62.438623316788664,61.74321570390532,-0.6954076128833412,31,34,-3
FSD50K,30,0.6382978723404256,258,45.73643410852713,55.42635658914728,9.689922480620156,60.89952824351255,66.74316673249989,5.843638488987326,40,15,25
FSD50K,31,0.6595744680851063,278,44.96402877697842,56.83453237410072,11.870503597122301,62.50752124291448,68.57024249448463,6.062721251570173,44,11,33
FSD50K,32,0.6808510638297872,277,44.04332129963899,57.400722021660656,13.357400722021662,62.92680133251562,69.67970947531545,6.752908142799839,56,19,37
FSD50K,33,0.7021276595744681,270,50.37037037037037,58.88888888888889,8.518518518518519,66.4515823643541,70.17439247605309,3.7228101116990007,39,16,23
FSD50K,34,0.723404255319149,310,53.87096774193548,61.935483870967744,8.064516129032258,68.10691682757067,72.50515031451383,4.398233486943164,42,17,25
FSD50K,35,0.7446808510638298,296,59.12162162162162,63.17567567567568,4.054054054054054,71.20648304806309,73.44599935007939,2.239516302016302,30,18,12
FSD50K,36,0.7659574468085106,293,56.31399317406144,65.18771331058021,8.873720136518772,69.69109566591995,73.63591932917363,3.9448236632536986,33,7,26
FSD50K,37,0.7872340425531915,300,55.00000000000001,64.66666666666666,9.666666666666666,70.50520580826695,76.09224284530399,5.587037037037038,44,15,29
FSD50K,38,0.8085106382978723,298,60.738255033557046,69.79865771812081,9.060402684563758,72.98141061666993,77.56194752942162,4.580536912751679,36,9,27
FSD50K,39,0.8297872340425532,330,56.36363636363636,66.36363636363637,10.0,70.685870680525,75.16602941068372,4.48015873015873,39,6,33
