method,Hit@1,Hit@3,Hit@5,MRR
CLAP,40.49145299,75.02136752,91.66666667,60.25079852
E_AAKV+Fusion-FrozenRelations,50.59829060,80.00000000,91.64529915,67.38368416
H-old_DirectSelected-AAKVScored,48.61111111,79.08119658,91.41025641,66.17625039
H-aligned_AAKVSelected-AAKVScored,53.16239316,78.22649573,91.28205128,68.27593928
