method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.27690353,79.56211514,86.18903333,70.08738157
iKnow-1st,58.57687421,80.57863356,87.48900401,71.09969612
Ours-1st,60.86404066,81.87860424,87.76268204,72.79412649
2nd-Full,60.86404066,81.77108787,87.71381097,72.74167841
