method,Hit@1,Hit@3,Hit@5,MRR
CLAP,61.09785203,85.20286396,90.21479714,74.13871596
iKnow-1st,60.38186158,85.44152745,90.69212411,73.68696008
Ours1-Direct,61.81384248,85.20286396,90.69212411,74.44102304
Ours1-RawTriple,60.38186158,85.44152745,90.45346062,73.62161175
Ours1-Template,62.76849642,86.39618138,90.21479714,75.61047412
Ours1-Oracle,70.16706444,87.35083532,90.93078759,79.99392678
