method,Hit@1,Hit@3,Hit@5,MRR
D-1st,62.7700127064803,81.46808718600333,86.50180822988955,73.5634196664218
Flat-HalfEdge,62.86775486267228,81.21395757990422,86.48225979865116,73.56543621545231
FullPath-Chained,62.86775486267228,81.21395757990422,86.49203401427036,73.58510876371443
FullPath-TwoSentence,62.84820643143387,81.34102238295377,86.50180822988955,73.57354648722205
Endpoint,63.10233603753299,81.47786140162252,86.50180822988955,73.74157837062879
