method,Hit@1,Hit@3,Hit@5,MRR
CLAP,28.65432600,46.35873034,54.80183369,41.05863903
E_AAKV+Fusion-FrozenRelations,29.95415772,47.35681541,54.95850984,42.04759023
H-old_DirectSelected-AAKVScored,30.21528463,46.73011083,54.73219985,42.01288005
H-aligned_AAKVSelected-AAKVScored,31.01027099,46.52120931,54.65676319,42.29332907
