method,Hit@1,Hit@3,Hit@5,MRR
CLAP,40.19230769,75.38461538,91.75213675,60.25548081
iKnow-1st,44.08119658,80.81196581,92.37179487,64.01323925
Ours-1st,45.29914530,80.64102564,92.37179487,64.79757991
2nd-Full,44.70085470,81.00427350,92.02991453,64.53877853
