method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.51148470,79.84556739,86.26722706,70.27724664
Manual-Template,62.55497996,81.20418336,86.47248558,73.42615252
Qwen-AudioAware,62.68204477,81.28237709,86.44316294,73.48295217
