dataset,method,batch_size,n_profiled,repeats,end_to_end_ms_per_sample_mean,end_to_end_ms_per_sample_std,knowledge_stage_ms_per_sample_mean,knowledge_stage_ms_per_sample_std,throughput_samples_per_s_mean,throughput_samples_per_s_std,peak_gpu_mib_mean,peak_gpu_mib_std,offline_cache_mib_mean,offline_cache_mib_std,minimum_top1_agreement_vs_first_repeat
AudioSet,CLAP,1,200,5,28.21015342650935,2.2873156510191914,0.2607193479780108,0.012521954734697445,35.62897737302377,2.7884804030999124,694.98681640625,0.0,2.05859375,0.0,1.0
AudioSet,iKnow_dagger,1,200,5,35.51529396791011,3.776504810944998,1.875332816503942,0.45140246689235286,28.39979451177273,2.859206044430329,712.98681640625,0.0,19.11838722229004,0.0,1.0
AudioSet,SAKI,1,200,5,81.2066469155252,4.265108507351106,52.29788146959618,2.24026522367317,12.340028187369258,0.6134706537988425,846.98681640625,0.0,154.57154369354248,0.0,1.0
AudioSet,CLAP,32,200,5,15.01961498032324,3.5887319446414496,0.15665554092265666,0.0061168888410983195,68.96957611067954,12.50813633396819,1681.31640625,0.0,2.05859375,0.0,1.0
AudioSet,iKnow_dagger,32,200,5,14.729227836010978,0.5273347200178327,1.2518991571851075,0.002943613481421241,67.9621109015138,2.440664269555905,1699.31640625,0.0,19.11838722229004,0.0,1.0
AudioSet,SAKI,32,200,5,66.29018712835386,3.180823883304881,49.949287437135354,0.2215296315068904,15.112827460504548,0.7204654527256128,1833.31640625,0.0,154.57154369354248,0.0,1.0
