method,Hit@1,Hit@3,Hit@5,MRR
CLAP,56.56324582,83.05489260,90.93078759,71.58338347
iKnow-1st,58.23389021,85.44152745,90.69212411,72.91421652
Ours-1st,59.18854415,85.20286396,90.93078759,73.37335960
2nd-Full,59.90453461,85.91885442,90.93078759,73.83079795
