method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.99522673,84.48687351,89.97613365,72.52470084
Manual-Template,64.20047733,85.20286396,89.97613365,76.23591802
Qwen-AudioAware,62.05250597,83.29355609,89.97613365,74.33058787
