method,Hit@1,Hit@3,Hit@5,MRR
CLAP,40.42735043,74.38034188,91.85897436,60.19497964
iKnow-1st,44.27350427,80.38461538,91.90170940,64.00007732
Ours-1st,45.89743590,79.59401709,91.98717949,65.00249389
2nd-M1-P1,45.59829060,79.57264957,91.90170940,64.77012209
2nd-M3-P1,45.08547009,79.91452991,92.05128205,64.72774317
2nd-M3-PAll,44.97863248,79.97863248,91.98717949,64.64619047
