dataset,method,batch_size,n_profiled,repeats,end_to_end_ms_per_sample_mean,end_to_end_ms_per_sample_std,knowledge_stage_ms_per_sample_mean,knowledge_stage_ms_per_sample_std,throughput_samples_per_s_mean,throughput_samples_per_s_std,incremental_peak_gpu_mib_mean,incremental_peak_gpu_mib_std,static_cache_mib_mean,static_cache_mib_std,minimum_top1_agreement_vs_first_repeat
06_TUT2017,CLAP,1,200,5,29.148583762231283,0.09964120382556693,0.2503245127154514,0.0008264934529465428,34.30730531945933,0.11745613287716528,36.25,0.0,7.28515625,0.0,1.0
06_TUT2017,Frozen-iKnow,1,200,5,30.44354210793972,0.06270881092733929,1.5511044403538108,0.004631309170383258,32.84780036217079,0.06764362508608295,36.25,0.0,7.28515625,0.0,1.0
06_TUT2017,Final-TFS,1,200,5,90.90615586738568,0.2581714937017335,62.04446985363029,0.22576210548364775,11.000426061241168,0.031210557390601277,36.25,0.0,7.28515625,0.0,1.0
06_TUT2017,CLAP,32,200,5,18.070438619935885,0.1784539362733024,0.15875181613955647,0.0007819499729896125,55.34328362512438,0.5422363632478974,1022.0,0.0,7.28515625,0.0,1.0
06_TUT2017,Frozen-iKnow,32,200,5,19.397870214888826,0.1312022247293744,1.439699424779974,0.003048657278342972,51.55393780114135,0.3486492403710395,1022.0,0.0,7.28515625,0.0,1.0
06_TUT2017,Final-TFS,32,200,5,80.15439570415765,0.14205704855584397,62.36558002710808,0.09048835852802098,12.475953534173865,0.022142225466476033,1022.0,0.0,7.28515625,0.0,1.0
