method,Hit@1,Hit@3,Hit@5,MRR
CLAP,91.10000000,96.75000000,97.65000000,94.10549431
iKnow-05-Direct,91.75000000,97.05000000,97.65000000,94.57216098
RawTriple,89.50000000,96.85000000,97.65000000,93.41382764
Qwen-General,88.00000000,96.10000000,97.65000000,92.34049431
AAKV,88.65000000,95.90000000,97.65000000,92.63466098
