method,Hit@1,Hit@3,Hit@5,MRR
CLAP,57.34532304,79.65008308,86.34542078,70.16715548
E_AAKV+Fusion-FrozenRelations,62.97527123,81.52673248,86.51158245,73.66798826
H-old_DirectSelected-AAKVScored,62.07604340,80.72524680,86.46271137,73.01309945
H-aligned_AAKVSelected-AAKVScored,64.07975760,80.16811651,86.18903333,73.81713601
